Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Environment,Air Quality,PM2.5 Concentration,2014,12.52618557,"Census Tract 6014.02, Los Angeles County, California",601402,Inglewood,1400000US06037601402,"(33.951015, -118.3656995)",PM2.5_Concentration_2014_1400000US06037601402,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.51345215,"Census Tract 6015.01, Los Angeles County, California",601501,Lennox,1400000US06037601501,"(33.943628, -118.363495)",PM2.5_Concentration_2014_1400000US06037601501,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.50441024,"Census Tract 6015.02, Los Angeles County, California",601502,Lennox,1400000US06037601502,"(33.940659, -118.363495)",PM2.5_Concentration_2014_1400000US06037601502,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.48996706,"Census Tract 6016, Los Angeles County, California",601600,Lennox,1400000US06037601600,"(33.93469, -118.363465)",PM2.5_Concentration_2014_1400000US06037601600,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.50599189,"Census Tract 6017, Los Angeles County, California",601700,Lennox,1400000US06037601700,"(33.9345775, -118.350415)",PM2.5_Concentration_2014_1400000US06037601700,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.5282313,"Census Tract 6018.01, Los Angeles County, California",601801,Inglewood,1400000US06037601801,"(33.9436365, -118.3504315)",PM2.5_Concentration_2014_1400000US06037601801,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.51884718,"Census Tract 6018.02, Los Angeles County, California",601802,Lennox,1400000US06037601802,"(33.9400165, -118.350423)",PM2.5_Concentration_2014_1400000US06037601802,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.53366295,"Census Tract 6019, Los Angeles County, California",601900,Inglewood,1400000US06037601900,"(33.9416, -118.339395)",PM2.5_Concentration_2014_1400000US06037601900,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.48898149,"Census Tract 6020.02, Los Angeles County, California",602002,Hawthorne,1400000US06037602002,"(33.9273185, -118.3395145)",PM2.5_Concentration_2014_1400000US06037602002,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.51280142,"Census Tract 6020.03, Los Angeles County, California",602003,Inglewood,1400000US06037602003,"(33.9343385, -118.339381)",PM2.5_Concentration_2014_1400000US06037602003,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.51956106,"Census Tract 6020.04, Los Angeles County, California",602004,Inglewood,1400000US06037602004,"(33.934325, -118.330778)",PM2.5_Concentration_2014_1400000US06037602004,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.47803827,"Census Tract 6021.03, Los Angeles County, California",602103,Hawthorne,1400000US06037602103,"(33.9285675, -118.356887)",PM2.5_Concentration_2014_1400000US06037602103,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.48417589,"Census Tract 6021.04, Los Angeles County, California",602104,Hawthorne,1400000US06037602104,"(33.928417, -118.348165)",PM2.5_Concentration_2014_1400000US06037602104,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.45714702,"Census Tract 6021.05, Los Angeles County, California",602105,Hawthorne,1400000US06037602105,"(33.9200625, -118.348161)",PM2.5_Concentration_2014_1400000US06037602105,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.44984973,"Census Tract 6021.06, Los Angeles County, California",602106,Hawthorne,1400000US06037602106,"(33.92005, -118.359021)",PM2.5_Concentration_2014_1400000US06037602106,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.4486363,"Census Tract 6022, Los Angeles County, California",602200,Del Aire,1400000US06037602200,"(33.92363, -118.369832)",PM2.5_Concentration_2014_1400000US06037602200,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.39012052,"Census Tract 6023.01, Los Angeles County, California",602301,Del Aire,1400000US06037602301,"(33.905529, -118.365785)",PM2.5_Concentration_2014_1400000US06037602301,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.37548038,"Census Tract 6023.02, Los Angeles County, California",602302,Hawthorne,1400000US06037602302,"(33.905468, -118.37252)",PM2.5_Concentration_2014_1400000US06037602302,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.40749838,"Census Tract 6024.02, Los Angeles County, California",602402,Hawthorne,1400000US06037602402,"(33.9084995, -118.356812)",PM2.5_Concentration_2014_1400000US06037602402,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.43005778,"Census Tract 6024.03, Los Angeles County, California",602403,Hawthorne,1400000US06037602403,"(33.9130825, -118.3481235)",PM2.5_Concentration_2014_1400000US06037602403,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.40024968,"Census Tract 6024.04, Los Angeles County, California",602404,Hawthorne,1400000US06037602404,"(33.905511, -118.3481055)",PM2.5_Concentration_2014_1400000US06037602404,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.40424261,"Census Tract 6025.04, Los Angeles County, California",602504,Hawthorne,1400000US06037602504,"(33.905557, -118.3373245)",PM2.5_Concentration_2014_1400000US06037602504,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.40200146,"Census Tract 6025.05, Los Angeles County, California",602505,Hawthorne,1400000US06037602505,"(33.905555, -118.341668)",PM2.5_Concentration_2014_1400000US06037602505,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.41557956,"Census Tract 6025.06, Los Angeles County, California",602506,Hawthorne,1400000US06037602506,"(33.9073785, -118.3308455)",PM2.5_Concentration_2014_1400000US06037602506,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.39880181,"Census Tract 6025.07, Los Angeles County, California",602507,Hawthorne,1400000US06037602507,"(33.9037475, -118.330837)",PM2.5_Concentration_2014_1400000US06037602507,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.43462983,"Census Tract 6025.08, Los Angeles County, California",602508,Hawthorne,1400000US06037602508,"(33.9128105, -118.3395105)",PM2.5_Concentration_2014_1400000US06037602508,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.45933375,"Census Tract 6025.09, Los Angeles County, California",602509,Hawthorne,1400000US06037602509,"(33.917666, -118.335149)",PM2.5_Concentration_2014_1400000US06037602509,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.4338296,"Census Tract 6026, Los Angeles County, California",602600,Gardena,1400000US06037602600,"(33.9091925, -118.3177665)",PM2.5_Concentration_2014_1400000US06037602600,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.48910772,"Census Tract 6027, Los Angeles County, California",602700,Hawthorne,1400000US06037602700,"(33.9236775, -118.3177205)",PM2.5_Concentration_2014_1400000US06037602700,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.51132686,"Census Tract 6028.01, Los Angeles County, California",602801,Athens,1400000US06037602801,"(33.9273235, -118.3002815)",PM2.5_Concentration_2014_1400000US06037602801,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.48213622,"Census Tract 6028.02, Los Angeles County, California",602802,Athens,1400000US06037602802,"(33.920228, -118.3002815)",PM2.5_Concentration_2014_1400000US06037602802,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.43105205,"Census Tract 6029, Los Angeles County, California",602900,Gardena,1400000US06037602900,"(33.908722, -118.304711)",PM2.5_Concentration_2014_1400000US06037602900,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.39294128,"Census Tract 6030.01, Los Angeles County, California",603001,Gardena,1400000US06037603001,"(33.9016845, -118.2960225)",PM2.5_Concentration_2014_1400000US06037603001,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.35061212,"Census Tract 6030.04, Los Angeles County, California",603004,Gardena,1400000US06037603004,"(33.892234, -118.2960665)",PM2.5_Concentration_2014_1400000US06037603004,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.37770433,"Census Tract 6030.05, Los Angeles County, California",603005,Gardena,1400000US06037603005,"(33.8982925, -118.304751)",PM2.5_Concentration_2014_1400000US06037603005,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.33771664,"Census Tract 6030.06, Los Angeles County, California",603006,Gardena,1400000US06037603006,"(33.8910355, -118.3042245)",PM2.5_Concentration_2014_1400000US06037603006,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.31301711,"Census Tract 6031.01, Los Angeles County, California",603101,Gardena,1400000US06037603101,"(33.88692, -118.2954995)",PM2.5_Concentration_2014_1400000US06037603101,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.25405049,"Census Tract 6031.02, Los Angeles County, California",603102,Gardena,1400000US06037603102,"(33.877144, -118.295371)",PM2.5_Concentration_2014_1400000US06037603102,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.20466922,"Census Tract 6032, Los Angeles County, California",603200,Gardena,1400000US06037603200,"(33.869186, -118.2998365)",PM2.5_Concentration_2014_1400000US06037603200,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.29840714,"Census Tract 6033.01, Los Angeles County, California",603301,Gardena,1400000US06037603301,"(33.8843295, -118.3064395)",PM2.5_Concentration_2014_1400000US06037603301,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.25379573,"Census Tract 6033.02, Los Angeles County, California",603302,Gardena,1400000US06037603302,"(33.877386, -118.306193)",PM2.5_Concentration_2014_1400000US06037603302,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.35132578,"Census Tract 6034, Los Angeles County, California",603400,Gardena,1400000US06037603400,"(33.8932645, -118.313471)",PM2.5_Concentration_2014_1400000US06037603400,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.37722282,"Census Tract 6035, Los Angeles County, California",603500,Gardena,1400000US06037603500,"(33.898302, -118.3199915)",PM2.5_Concentration_2014_1400000US06037603500,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.32807549,"Census Tract 6036, Los Angeles County, California",603600,Gardena,1400000US06037603600,"(33.888753, -118.3221555)",PM2.5_Concentration_2014_1400000US06037603600,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.31366419,"Census Tract 6037.02, Los Angeles County, California",603702,Alondra Park,1400000US06037603702,"(33.885925, -118.335435)",PM2.5_Concentration_2014_1400000US06037603702,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.36890655,"Census Tract 6037.03, Los Angeles County, California",603703,Hawthorne,1400000US06037603703,"(33.898292, -118.339779)",PM2.5_Concentration_2014_1400000US06037603703,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.37253491,"Census Tract 6037.04, Los Angeles County, California",603704,Hawthorne,1400000US06037603704,"(33.8982975, -118.330837)",PM2.5_Concentration_2014_1400000US06037603704,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.36602518,"Census Tract 6038.01, Los Angeles County, California",603801,Lawndale,1400000US06037603801,"(33.898542, -118.348093)",PM2.5_Concentration_2014_1400000US06037603801,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.32870409,"Census Tract 6038.02, Los Angeles County, California",603802,Lawndale,1400000US06037603802,"(33.890992, -118.348088)",PM2.5_Concentration_2014_1400000US06037603802,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.34233432,"Census Tract 6039, Los Angeles County, California",603900,Lawndale,1400000US06037603900,"(33.8948405, -118.360618)",PM2.5_Concentration_2014_1400000US06037603900,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.28668322,"Census Tract 6040.01, Los Angeles County, California",604001,Lawndale,1400000US06037604001,"(33.8837445, -118.356835)",PM2.5_Concentration_2014_1400000US06037604001,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.24731646,"Census Tract 6040.02, Los Angeles County, California",604002,Lawndale,1400000US06037604002,"(33.8765055, -118.3568285)",PM2.5_Concentration_2014_1400000US06037604002,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.27840123,"Census Tract 6041, Los Angeles County, California",604100,Lawndale,1400000US06037604100,"(33.880805, -118.34807)",PM2.5_Concentration_2014_1400000US06037604100,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.03699472,"Census Tract 6099, Los Angeles County, California",609900,San Pedro,1400000US06037609900,"(33.741006, -118.302932)",PM2.5_Concentration_2014_1400000US06037609900,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.41423451,"Census Tract 6200.01, Los Angeles County, California",620001,El Segundo,1400000US06037620001,"(33.9275455, -118.4037575)",PM2.5_Concentration_2014_1400000US06037620001,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.39193231,"Census Tract 6200.02, Los Angeles County, California",620002,El Segundo,1400000US06037620002,"(33.91999, -118.4047515)",PM2.5_Concentration_2014_1400000US06037620002,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.3866362,"Census Tract 6201.01, Los Angeles County, California",620101,El Segundo,1400000US06037620101,"(33.927506, -118.4199925)",PM2.5_Concentration_2014_1400000US06037620101,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.3693339,"Census Tract 6201.02, Los Angeles County, California",620102,El Segundo,1400000US06037620102,"(33.9199625, -118.418878)",PM2.5_Concentration_2014_1400000US06037620102,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.30360754,"Census Tract 6202.01, Los Angeles County, California",620201,Manhattan Beach,1400000US06037620201,"(33.90297816, -118.4197145)",PM2.5_Concentration_2014_1400000US06037620201,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.3126889,"Census Tract 6203.01, Los Angeles County, California",620301,Manhattan Beach,1400000US06037620301,"(33.897189, -118.4043155)",PM2.5_Concentration_2014_1400000US06037620301,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.28728695,"Census Tract 6203.03, Los Angeles County, California",620303,Manhattan Beach,1400000US06037620303,"(33.8930745, -118.4029825)",PM2.5_Concentration_2014_1400000US06037620303,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.27351778,"Census Tract 6203.05, Los Angeles County, California",620305,Manhattan Beach,1400000US06037620305,"(33.89289461, -118.4143834)",PM2.5_Concentration_2014_1400000US06037620305,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.31710801,"Census Tract 6204, Los Angeles County, California",620400,Manhattan Beach,1400000US06037620400,"(33.894625, -118.3873925)",PM2.5_Concentration_2014_1400000US06037620400,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.29763113,"Census Tract 6205.01, Los Angeles County, California",620501,Redondo Beach,1400000US06037620501,"(33.887363, -118.3700055)",PM2.5_Concentration_2014_1400000US06037620501,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.24263584,"Census Tract 6205.21, Los Angeles County, California",620521,Redondo Beach,1400000US06037620521,"(33.8764805, -118.365622)",PM2.5_Concentration_2014_1400000US06037620521,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.23706553,"Census Tract 6205.22, Los Angeles County, California",620522,Redondo Beach,1400000US06037620522,"(33.8764625, -118.374998)",PM2.5_Concentration_2014_1400000US06037620522,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.20474783,"Census Tract 6206.01, Los Angeles County, California",620601,Redondo Beach,1400000US06037620601,"(33.869829, -118.362536)",PM2.5_Concentration_2014_1400000US06037620601,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.159073,"Census Tract 6206.02, Los Angeles County, California",620602,Redondo Beach,1400000US06037620602,"(33.8633335, -118.3630525)",PM2.5_Concentration_2014_1400000US06037620602,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.19686411,"Census Tract 6207.01, Los Angeles County, California",620701,Redondo Beach,1400000US06037620701,"(33.8691805, -118.382039)",PM2.5_Concentration_2014_1400000US06037620701,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.15146154,"Census Tract 6207.02, Los Angeles County, California",620702,Redondo Beach,1400000US06037620702,"(33.861085, -118.3796415)",PM2.5_Concentration_2014_1400000US06037620702,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.24756898,"Census Tract 6208, Los Angeles County, California",620800,Manhattan Beach,1400000US06037620800,"(33.8800905, -118.387312)",PM2.5_Concentration_2014_1400000US06037620800,1/1/14
Environment,Air Quality,PM2.5 Concentration,2017,10.79,"Census Tract 1274, Los Angeles County, California",127400,Van Nuys,1400000US06037127400,"(34.211219, -118.4794785)",PM2.5_Concentration_2017_1400000US06037127400,1/1/17
Environment,Air Quality,PM2.5 Concentration,2014,12.24803288,"Census Tract 6209.01, Los Angeles County, California",620901,Manhattan Beach,1400000US06037620901,"(33.882237, -118.4018225)",PM2.5_Concentration_2014_1400000US06037620901,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.22557334,"Census Tract 6209.04, Los Angeles County, California",620904,Manhattan Beach,1400000US06037620904,"(33.8813737, -118.4072397)",PM2.5_Concentration_2014_1400000US06037620904,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.18656395,"Census Tract 6210.01, Los Angeles County, California",621001,Hermosa Beach,1400000US06037621001,"(33.8701875, -118.3941825)",PM2.5_Concentration_2014_1400000US06037621001,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.16868269,"Census Tract 6210.02, Los Angeles County, California",621002,Hermosa Beach,1400000US06037621002,"(33.8696538, -118.4050238)",PM2.5_Concentration_2014_1400000US06037621002,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.18282601,"Census Tract 6210.04, Los Angeles County, California",621004,Hermosa Beach,1400000US06037621004,"(33.8695295, -118.4012875)",PM2.5_Concentration_2014_1400000US06037621004,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.13416062,"Census Tract 6211.02, Los Angeles County, California",621102,Hermosa Beach,1400000US06037621102,"(33.860177, -118.388831)",PM2.5_Concentration_2014_1400000US06037621102,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.11252419,"Census Tract 6211.04, Los Angeles County, California",621104,Hermosa Beach,1400000US06037621104,"(33.85822473, -118.39661)",PM2.5_Concentration_2014_1400000US06037621104,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.07201967,"Census Tract 6212.01, Los Angeles County, California",621201,Redondo Beach,1400000US06037621201,"(33.8500655, -118.3831365)",PM2.5_Concentration_2014_1400000US06037621201,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.04226456,"Census Tract 6212.04, Los Angeles County, California",621204,Redondo Beach,1400000US06037621204,"(33.846546, -118.393796)",PM2.5_Concentration_2014_1400000US06037621204,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.97368611,"Census Tract 6213.01, Los Angeles County, California",621301,Redondo Beach,1400000US06037621301,"(33.835159, -118.379359)",PM2.5_Concentration_2014_1400000US06037621301,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.96379836,"Census Tract 6213.24, Los Angeles County, California",621324,Redondo Beach,1400000US06037621324,"(33.835432, -118.388025)",PM2.5_Concentration_2014_1400000US06037621324,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.87638772,"Census Tract 6213.26, Los Angeles County, California",621326,Redondo Beach,1400000US06037621326,"(33.82188797, -118.3882982)",PM2.5_Concentration_2014_1400000US06037621326,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.88308619,"Census Tract 6214, Los Angeles County, California",621400,Redondo Beach,1400000US06037621400,"(33.8222325, -118.3792945)",PM2.5_Concentration_2014_1400000US06037621400,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.26805814,"Census Tract 6500.01, Los Angeles County, California",650001,Torrance,1400000US06037650001,"(33.8799285, -118.3199695)",PM2.5_Concentration_2014_1400000US06037650001,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.24826317,"Census Tract 6500.03, Los Angeles County, California",650003,Torrance,1400000US06037650003,"(33.8763935, -118.339968)",PM2.5_Concentration_2014_1400000US06037650003,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.25701253,"Census Tract 6500.04, Los Angeles County, California",650004,Torrance,1400000US06037650004,"(33.8778065, -118.3307945)",PM2.5_Concentration_2014_1400000US06037650004,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.19546429,"Census Tract 6501.01, Los Angeles County, California",650101,Torrance,1400000US06037650101,"(33.866448, -118.317788)",PM2.5_Concentration_2014_1400000US06037650101,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.21170276,"Census Tract 6501.02, Los Angeles County, California",650102,Torrance,1400000US06037650102,"(33.8687585, -118.3342225)",PM2.5_Concentration_2014_1400000US06037650102,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.16718715,"Census Tract 6502, Los Angeles County, California",650200,Torrance,1400000US06037650200,"(33.867113, -118.32676)",PM2.5_Concentration_2014_1400000US06037650200,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.18776422,"Census Tract 6503, Los Angeles County, California",650300,Torrance,1400000US06037650300,"(33.86746, -118.351318)",PM2.5_Concentration_2014_1400000US06037650300,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.02521763,"Census Tract 6504.01, Los Angeles County, California",650401,Torrance,1400000US06037650401,"(33.844669, -118.3410885)",PM2.5_Concentration_2014_1400000US06037650401,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.10643152,"Census Tract 6505.01, Los Angeles County, California",650501,Torrance,1400000US06037650501,"(33.853453, -118.3594535)",PM2.5_Concentration_2014_1400000US06037650501,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.0987317,"Census Tract 6505.02, Los Angeles County, California",650502,Torrance,1400000US06037650502,"(33.8534285, -118.3701455)",PM2.5_Concentration_2014_1400000US06037650502,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.02747888,"Census Tract 6506.02, Los Angeles County, California",650602,Torrance,1400000US06037650602,"(33.8430865, -118.362272)",PM2.5_Concentration_2014_1400000US06037650602,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.03910159,"Census Tract 6506.03, Los Angeles County, California",650603,Torrance,1400000US06037650603,"(33.8431555, -118.36973)",PM2.5_Concentration_2014_1400000US06037650603,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.01299101,"Census Tract 6506.04, Los Angeles County, California",650604,Torrance,1400000US06037650604,"(33.84034, -118.349129)",PM2.5_Concentration_2014_1400000US06037650604,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,12.05231263,"Census Tract 6506.05, Los Angeles County, California",650605,Torrance,1400000US06037650605,"(33.845876, -118.349133)",PM2.5_Concentration_2014_1400000US06037650605,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.94973025,"Census Tract 6507.01, Los Angeles County, California",650701,Torrance,1400000US06037650701,"(33.8313195, -118.353571)",PM2.5_Concentration_2014_1400000US06037650701,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.9543308,"Census Tract 6507.02, Los Angeles County, California",650702,Torrance,1400000US06037650702,"(33.832556, -118.367489)",PM2.5_Concentration_2014_1400000US06037650702,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.90991548,"Census Tract 6508, Los Angeles County, California",650800,Torrance,1400000US06037650800,"(33.8266215, -118.3366605)",PM2.5_Concentration_2014_1400000US06037650800,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.98708169,"Census Tract 6509.01, Los Angeles County, California",650901,Torrance,1400000US06037650901,"(33.8351275, -118.318833)",PM2.5_Concentration_2014_1400000US06037650901,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.88320974,"Census Tract 6509.02, Los Angeles County, California",650902,Torrance,1400000US06037650902,"(33.824236, -118.3187445)",PM2.5_Concentration_2014_1400000US06037650902,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.76956368,"Census Tract 6510.01, Los Angeles County, California",651001,Torrance,1400000US06037651001,"(33.8111705, -118.314085)",PM2.5_Concentration_2014_1400000US06037651001,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.79217262,"Census Tract 6510.02, Los Angeles County, California",651002,Torrance,1400000US06037651002,"(33.814399, -118.324082)",PM2.5_Concentration_2014_1400000US06037651002,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.75253674,"Census Tract 6511.01, Los Angeles County, California",651101,Torrance,1400000US06037651101,"(33.806877, -118.338471)",PM2.5_Concentration_2014_1400000US06037651101,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.86427027,"Census Tract 6511.02, Los Angeles County, California",651102,Torrance,1400000US06037651102,"(33.8200495, -118.3453865)",PM2.5_Concentration_2014_1400000US06037651102,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.86902475,"Census Tract 6512.01, Los Angeles County, California",651201,Torrance,1400000US06037651201,"(33.8205315, -118.367129)",PM2.5_Concentration_2014_1400000US06037651201,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.87345682,"Census Tract 6512.21, Los Angeles County, California",651221,Torrance,1400000US06037651221,"(33.8210435, -118.355335)",PM2.5_Concentration_2014_1400000US06037651221,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.79972925,"Census Tract 6512.22, Los Angeles County, California",651222,Torrance,1400000US06037651222,"(33.8127245, -118.360268)",PM2.5_Concentration_2014_1400000US06037651222,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.75568698,"Census Tract 6513.02, Los Angeles County, California",651302,Torrance,1400000US06037651302,"(33.8061, -118.370769)",PM2.5_Concentration_2014_1400000US06037651302,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.79594346,"Census Tract 6513.04, Los Angeles County, California",651304,Torrance,1400000US06037651304,"(33.8116915, -118.381965)",PM2.5_Concentration_2014_1400000US06037651304,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.5518476,"Census Tract 6514.01, Los Angeles County, California",651401,Torrance,1400000US06037651401,"(33.7862665, -118.3340915)",PM2.5_Concentration_2014_1400000US06037651401,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.6549512,"Census Tract 6514.02, Los Angeles County, California",651402,Torrance,1400000US06037651402,"(33.796968, -118.3450715)",PM2.5_Concentration_2014_1400000US06037651402,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.69677383,"Census Tract 6700.01, Los Angeles County, California",670001,Lomita,1400000US06037670001,"(33.8027475, -118.3183505)",PM2.5_Concentration_2014_1400000US06037670001,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.60709964,"Census Tract 6700.02, Los Angeles County, California",670002,Lomita,1400000US06037670002,"(33.7953365, -118.312963)",PM2.5_Concentration_2014_1400000US06037670002,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.6350727,"Census Tract 6700.03, Los Angeles County, California",670003,Lomita,1400000US06037670003,"(33.797717, -118.3226775)",PM2.5_Concentration_2014_1400000US06037670003,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.51761593,"Census Tract 6701, Los Angeles County, California",670100,Rolling Hills Estates,1400000US06037670100,"(33.7824185, -118.318576)",PM2.5_Concentration_2014_1400000US06037670100,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.4833227,"Census Tract 6702.01, Los Angeles County, California",670201,Rolling Hills Estates,1400000US06037670201,"(33.7777515, -118.339328)",PM2.5_Concentration_2014_1400000US06037670201,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.59199797,"Census Tract 6702.02, Los Angeles County, California",670202,Rolling Hills Estates,1400000US06037670202,"(33.786898, -118.3573095)",PM2.5_Concentration_2014_1400000US06037670202,1/1/14
Environment,Air Quality,PM2.5 Concentration,2014,11.69323796,"Census Tract 6703.24, Los Angeles County, California",670324,Palos Verdes Estates,1400000US06037670324,"(33.79768677, -118.379741)",PM2.5_Concentration_2014_1400000US06037670324,1/1/14
