Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Health,Asthma,Asthma-Related ER Visits,2014,36.004964,"Census Tract 1834.02, Los Angeles County, California",183402,Eagle Rock,1400000US06037183402,"(34.125651, -118.216654)",Asthma_Related_ER_Visits_2014_1400000US06037183402,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,36.817741,"Census Tract 4625, Los Angeles County, California",462500,Pasadena,1400000US06037462500,"(34.1667025, -118.1045445)",Asthma_Related_ER_Visits_2014_1400000US06037462500,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,59.674955,"Census Tract 1198, Los Angeles County, California",119800,Arleta,1400000US06037119800,"(34.2337665, -118.429943)",Asthma_Related_ER_Visits_2014_1400000US06037119800,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,75.43053399999999,"Census Tract 5703.01, Los Angeles County, California",570301,Long Beach,1400000US06037570301,"(33.8721785, -118.1905275)",Asthma_Related_ER_Visits_2014_1400000US06037570301,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,39.213639,"Census Tract 4059, Los Angeles County, California",405900,Covina,1400000US06037405900,"(34.103067, -117.8901905)",Asthma_Related_ER_Visits_2014_1400000US06037405900,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,43.043189,"Census Tract 4047.03, Los Angeles County, California",404703,Baldwin Park,1400000US06037404703,"(34.064135, -117.9894555)",Asthma_Related_ER_Visits_2014_1400000US06037404703,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,102.747806,"Census Tract 2362.02, Los Angeles County, California",236202,Baldwin Hills/Crenshaw,1400000US06037236202,"(34.0167105, -118.352691)",Asthma_Related_ER_Visits_2014_1400000US06037236202,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,36.119408,"Census Tract 1134.21, Los Angeles County, California",113421,Winnetka,1400000US06037113421,"(34.234694, -118.5826685)",Asthma_Related_ER_Visits_2014_1400000US06037113421,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,44.067139,"Census Tract 5002.02, Los Angeles County, California",500202,Whittier,1400000US06037500202,"(33.960745, -117.9971245)",Asthma_Related_ER_Visits_2014_1400000US06037500202,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,35.293271,"Census Tract 5355.02, Los Angeles County, California",535502,South Gate,1400000US06037535502,"(33.9615415, -118.215306)",Asthma_Related_ER_Visits_2014_1400000US06037535502,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,48.146208,"Census Tract 5535.03, Los Angeles County, California",553503,Paramount,1400000US06037553503,"(33.9130005, -118.153897)",Asthma_Related_ER_Visits_2014_1400000US06037553503,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,37.825711,"Census Tract 1974.20, Los Angeles County, California",197420,Echo Park,1400000US06037197420,"(34.082834, -118.2561185)",Asthma_Related_ER_Visits_2014_1400000US06037197420,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,44.572661,"Census Tract 5320.01, Los Angeles County, California",532001,Montebello,1400000US06037532001,"(34.0054385, -118.1232295)",Asthma_Related_ER_Visits_2014_1400000US06037532001,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,53.126114,"Census Tract 4024.05, Los Angeles County, California",402405,Pomona,1400000US06037402405,"(34.0672095, -117.795189)",Asthma_Related_ER_Visits_2014_1400000US06037402405,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,20.390634,"Census Tract 1436.04, Los Angeles County, California",143604,Studio City,1400000US06037143604,"(34.1406405, -118.369959)",Asthma_Related_ER_Visits_2014_1400000US06037143604,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,38.599991,"Census Tract 5506.01, Los Angeles County, California",550601,Downey,1400000US06037550601,"(33.961915, -118.11743)",Asthma_Related_ER_Visits_2014_1400000US06037550601,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,32.342542,"Census Tract 4082.02, Los Angeles County, California",408202,Industry,1400000US06037408202,"(34.021924, -117.9637775)",Asthma_Related_ER_Visits_2014_1400000US06037408202,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,12.795723,"Census Tract 2653.01, Los Angeles County, California",265301,Westwood,1400000US06037265301,"(34.0709425, -118.4463495)",Asthma_Related_ER_Visits_2014_1400000US06037265301,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,31.247154,"Census Tract 2737, Los Angeles County, California",273700,Venice,1400000US06037273700,"(33.99869, -118.452731)",Asthma_Related_ER_Visits_2014_1400000US06037273700,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,29.66,"Census Tract 1413.02, Los Angeles County, California",141302,Sherman Oaks,1400000US06037141302,"(34.152885, -118.4630195)",Asthma_Related_ER_Visits_2014_1400000US06037141302,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,20.609092,"Census Tract 2147, Los Angeles County, California",214700,Beverly Grove,1400000US06037214700,"(34.0665205, -118.366383)",Asthma_Related_ER_Visits_2014_1400000US06037214700,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,26.177691,"Census Tract 3102.01, Los Angeles County, California",310201,Burbank,1400000US06037310201,"(34.1922185, -118.304543)",Asthma_Related_ER_Visits_2014_1400000US06037310201,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,51.78,"Census Tract 1310.20, Los Angeles County, California",131020,Reseda,1400000US06037131020,"(34.1992525, -118.5399945)",Asthma_Related_ER_Visits_2014_1400000US06037131020,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,103,"Census Tract 5752.01, Los Angeles County, California",575201,Long Beach,1400000US06037575201,"(33.786226, -118.1763345)",Asthma_Related_ER_Visits_2014_1400000US06037575201,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,28.874484,"Census Tract 2717.02, Los Angeles County, California",271702,Palms,1400000US06037271702,"(34.025252, -118.426283)",Asthma_Related_ER_Visits_2014_1400000US06037271702,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,31.59,"Census Tract 5711.01, Los Angeles County, California",571101,Lakewood,1400000US06037571101,"(33.8432775, -118.1163045)",Asthma_Related_ER_Visits_2014_1400000US06037571101,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,42.393663,"Census Tract 4331.02, Los Angeles County, California",433102,El Monte,1400000US06037433102,"(34.0656045, -118.059547)",Asthma_Related_ER_Visits_2014_1400000US06037433102,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,58.629494,"Census Tract 2043, Los Angeles County, California",204300,Boyle Heights,1400000US06037204300,"(34.038738, -118.208061)",Asthma_Related_ER_Visits_2014_1400000US06037204300,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,75.43000000000001,"Census Tract 5717.03, Los Angeles County, California",571703,Long Beach,1400000US06037571703,"(33.8490335, -118.1920015)",Asthma_Related_ER_Visits_2014_1400000US06037571703,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,32.27,"Census Tract 4013.12, Los Angeles County, California",401312,San Dimas,1400000US06037401312,"(34.097563, -117.828443)",Asthma_Related_ER_Visits_2014_1400000US06037401312,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,43.14,"Census Tract 2948.10, Los Angeles County, California",294810,Wilmington,1400000US06037294810,"(33.779492, -118.271558)",Asthma_Related_ER_Visits_2014_1400000US06037294810,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,37.38,"Census Tract 1957.10, Los Angeles County, California",195710,Echo Park,1400000US06037195710,"(34.0748915, -118.2684815)",Asthma_Related_ER_Visits_2014_1400000US06037195710,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,45.378135,"Census Tract 1281.01, Los Angeles County, California",128101,Valley Glen,1400000US06037128101,"(34.1902995, -118.4356175)",Asthma_Related_ER_Visits_2014_1400000US06037128101,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,54.333375,"Census Tract 2913, Los Angeles County, California",291300,Gardena,1400000US06037291300,"(33.8659415, -118.295352)",Asthma_Related_ER_Visits_2014_1400000US06037291300,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,38.77,"Census Tract 1011.10, Los Angeles County, California",101110,Tujunga,1400000US06037101110,"(34.2595555, -118.293602)",Asthma_Related_ER_Visits_2014_1400000US06037101110,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,43.415935,"Census Tract 4052.01, Los Angeles County, California",405201,Baldwin Park,1400000US06037405201,"(34.0849785, -117.9522585)",Asthma_Related_ER_Visits_2014_1400000US06037405201,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,124.8,"Census Tract 2380, Los Angeles County, California",238000,Gramercy Park,1400000US06037238000,"(33.945472, -118.3089905)",Asthma_Related_ER_Visits_2014_1400000US06037238000,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,36.811677,"Census Tract 2087.10, Los Angeles County, California",208710,Westlake,1400000US06037208710,"(34.065666, -118.282003)",Asthma_Related_ER_Visits_2014_1400000US06037208710,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,73.33540600000001,"Census Tract 2200, Los Angeles County, California",220000,West Adams,1400000US06037220000,"(34.0276275, -118.3405665)",Asthma_Related_ER_Visits_2014_1400000US06037220000,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,39.222076,"Census Tract 5700.03, Los Angeles County, California",570003,Lakewood,1400000US06037570003,"(33.8646165, -118.1402795)",Asthma_Related_ER_Visits_2014_1400000US06037570003,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,17.350268,"Census Tract 4317, Los Angeles County, California",431700,Arcadia,1400000US06037431700,"(34.121786, -118.0430065)",Asthma_Related_ER_Visits_2014_1400000US06037431700,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,67.864165,"Census Tract 6006.02, Los Angeles County, California",600602,Inglewood,1400000US06037600602,"(33.941607, -118.3307755)",Asthma_Related_ER_Visits_2014_1400000US06037600602,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,27.89,"Census Tract 1132.12, Los Angeles County, California",113212,Chatsworth,1400000US06037113212,"(34.2608605, -118.6035245)",Asthma_Related_ER_Visits_2014_1400000US06037113212,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,57.187748,"Census Tract 5315.03, Los Angeles County, California",531503,East Los Angeles,1400000US06037531503,"(34.0294235, -118.1749085)",Asthma_Related_ER_Visits_2014_1400000US06037531503,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,61.58,"Census Tract 5317.01, Los Angeles County, California",531701,East Los Angeles,1400000US06037531701,"(34.0216845, -118.152093)",Asthma_Related_ER_Visits_2014_1400000US06037531701,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,57.438709,"Census Tract 4027.02, Los Angeles County, California",402702,Pomona,1400000US06037402702,"(34.064005, -117.726868)",Asthma_Related_ER_Visits_2014_1400000US06037402702,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,79.277647,"Census Tract 5422, Los Angeles County, California",542200,Compton,1400000US06037542200,"(33.8852555, -118.1971175)",Asthma_Related_ER_Visits_2014_1400000US06037542200,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,30.880138,"Census Tract 1976, Los Angeles County, California",197600,Echo Park,1400000US06037197600,"(34.0683535, -118.251864)",Asthma_Related_ER_Visits_2014_1400000US06037197600,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,33.538424,"Census Tract 1810, Los Angeles County, California",181000,Eagle Rock,1400000US06037181000,"(34.1439045, -118.204552)",Asthma_Related_ER_Visits_2014_1400000US06037181000,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,38.96,"Census Tract 5720.02, Los Angeles County, California",572002,Long Beach,1400000US06037572002,"(33.8228135, -118.1928235)",Asthma_Related_ER_Visits_2014_1400000US06037572002,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,32.557017,"Census Tract 4066.01, Los Angeles County, California",406601,West Covina,1400000US06037406601,"(34.0557305, -117.916683)",Asthma_Related_ER_Visits_2014_1400000US06037406601,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,48.06,"Census Tract 5520.02, Los Angeles County, California",552002,Norwalk,1400000US06037552002,"(33.9127735, -118.0864385)",Asthma_Related_ER_Visits_2014_1400000US06037552002,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,20.728227,"Census Tract 1899.02, Los Angeles County, California",189902,Hollywood,1400000US06037189902,"(34.0961785, -118.3490045)",Asthma_Related_ER_Visits_2014_1400000US06037189902,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,53.96,"Census Tract 2971.10, Los Angeles County, California",297110,San Pedro,1400000US06037297110,"(33.7346615, -118.284188)",Asthma_Related_ER_Visits_2014_1400000US06037297110,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,52.183857,"Census Tract 1230.20, Los Angeles County, California",123020,Sun Valley,1400000US06037123020,"(34.2048255, -118.366247)",Asthma_Related_ER_Visits_2014_1400000US06037123020,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,45.2,"Census Tract 4072, Los Angeles County, California",407200,La Puente,1400000US06037407200,"(34.0334615, -117.9610665)",Asthma_Related_ER_Visits_2014_1400000US06037407200,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,50.340508,"Census Tract 2048.10, Los Angeles County, California",204810,Boyle Heights,1400000US06037204810,"(34.028574, -118.2027025)",Asthma_Related_ER_Visits_2014_1400000US06037204810,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,48.88,"Census Tract 4043.01, Los Angeles County, California",404301,Azusa,1400000US06037404301,"(34.1275255, -117.9040845)",Asthma_Related_ER_Visits_2014_1400000US06037404301,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,37.886485,"Census Tract 2113.20, Los Angeles County, California",211320,Koreatown,1400000US06037211320,"(34.0708825, -118.294158)",Asthma_Related_ER_Visits_2014_1400000US06037211320,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,103.508317,"Census Tract 2362.04, Los Angeles County, California",236204,Baldwin Hills/Crenshaw,1400000US06037236204,"(34.014877, -118.349074)",Asthma_Related_ER_Visits_2014_1400000US06037236204,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,40.992118,"Census Tract 5768.02, Los Angeles County, California",576802,Long Beach,1400000US06037576802,"(33.7717065, -118.1578605)",Asthma_Related_ER_Visits_2014_1400000US06037576802,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,24.867702,"Census Tract 3014, Los Angeles County, California",301400,Glendale,1400000US06037301400,"(34.1814725, -118.284689)",Asthma_Related_ER_Visits_2014_1400000US06037301400,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,40.370244,"Census Tract 5337.01, Los Angeles County, California",533701,Maywood,1400000US06037533701,"(33.9893075, -118.181887)",Asthma_Related_ER_Visits_2014_1400000US06037533701,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,24.220859,"Census Tract 4808.03, Los Angeles County, California",480803,Alhambra,1400000US06037480803,"(34.09079, -118.152819)",Asthma_Related_ER_Visits_2014_1400000US06037480803,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,60.440281,"Census Tract 1172.01, Los Angeles County, California",117201,North Hills,1400000US06037117201,"(34.242798, -118.470143)",Asthma_Related_ER_Visits_2014_1400000US06037117201,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,42.14,"Census Tract 2219, Los Angeles County, California",221900,University Park,1400000US06037221900,"(34.0260705, -118.289757)",Asthma_Related_ER_Visits_2014_1400000US06037221900,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,87.10166599999999,"Census Tract 2315, Los Angeles County, California",231500,Vermont Square,1400000US06037231500,"(34.0072765, -118.310826)",Asthma_Related_ER_Visits_2014_1400000US06037231500,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,36.399537,"Census Tract 4313, Los Angeles County, California",431300,Mayflower Village,1400000US06037431300,"(34.1248395, -118.007363)",Asthma_Related_ER_Visits_2014_1400000US06037431300,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,33.413732,"Census Tract 5741, Los Angeles County, California",574100,Long Beach,1400000US06037574100,"(33.814659, -118.1216115)",Asthma_Related_ER_Visits_2014_1400000US06037574100,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,56.035552,"Census Tract 1272.10, Los Angeles County, California",127210,Van Nuys,1400000US06037127210,"(34.2080785, -118.45744)",Asthma_Related_ER_Visits_2014_1400000US06037127210,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,35.520498,"Census Tract 1343.02, Los Angeles County, California",134302,West Hills,1400000US06037134302,"(34.2138875, -118.6216555)",Asthma_Related_ER_Visits_2014_1400000US06037134302,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,48.88,"Census Tract 4006.02, Los Angeles County, California",400602,Azusa,1400000US06037400602,"(34.140085, -117.9115945)",Asthma_Related_ER_Visits_2014_1400000US06037400602,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,42.000707,"Census Tract 5300.04, Los Angeles County, California",530004,Montebello,1400000US06037530004,"(34.0224325, -118.089527)",Asthma_Related_ER_Visits_2014_1400000US06037530004,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,26.724741,"Census Tract 4824.02, Los Angeles County, California",482402,South San Gabriel,1400000US06037482402,"(34.046139, -118.0807005)",Asthma_Related_ER_Visits_2014_1400000US06037482402,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,47.852692,"Census Tract 5550.01, Los Angeles County, California",555001,Lakewood,1400000US06037555001,"(33.8439845, -118.09042)",Asthma_Related_ER_Visits_2014_1400000US06037555001,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,43.230105,"Census Tract 5345.01, Los Angeles County, California",534501,Huntington Park,1400000US06037534501,"(33.967728, -118.2076625)",Asthma_Related_ER_Visits_2014_1400000US06037534501,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,20.875422,"Census Tract 3007.02, Los Angeles County, California",300702,Glendale,1400000US06037300702,"(34.1907305, -118.2577215)",Asthma_Related_ER_Visits_2014_1400000US06037300702,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,20.319245,"Census Tract 4806, Los Angeles County, California",480600,South Pasadena,1400000US06037480600,"(34.118849, -118.1584545)",Asthma_Related_ER_Visits_2014_1400000US06037480600,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,23.42,"Census Tract 4816.03, Los Angeles County, California",481603,Alhambra,1400000US06037481603,"(34.084677, -118.11998)",Asthma_Related_ER_Visits_2014_1400000US06037481603,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,21.592995,"Census Tract 1374.02, Los Angeles County, California",137402,Woodland Hills,1400000US06037137402,"(34.156668, -118.626367)",Asthma_Related_ER_Visits_2014_1400000US06037137402,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,43.784043,"Census Tract 5326.03, Los Angeles County, California",532603,Huntington Park,1400000US06037532603,"(33.98445, -118.234062)",Asthma_Related_ER_Visits_2014_1400000US06037532603,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,37.58,"Census Tract 5991, Los Angeles County, California",599100,Unincorporated Catalina Island,1400000US06037599100,"(33.3888135, -118.423552636715)",Asthma_Related_ER_Visits_2014_1400000US06037599100,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,88.73817,"Census Tract 2325, Los Angeles County, California",232500,Chesterfield Square,1400000US06037232500,"(33.992088, -118.3107815)",Asthma_Related_ER_Visits_2014_1400000US06037232500,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,27.47,"Census Tract 4010.01, Los Angeles County, California",401001,Glendora,1400000US06037401001,"(34.1415235, -117.8527835)",Asthma_Related_ER_Visits_2014_1400000US06037401001,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,44.826414,"Census Tract 5312.01, Los Angeles County, California",531201,East Los Angeles,1400000US06037531201,"(34.0303095, -118.186239)",Asthma_Related_ER_Visits_2014_1400000US06037531201,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,39.421929,"Census Tract 1014, Los Angeles County, California",101400,Tujunga,1400000US06037101400,"(34.244255, -118.296428)",Asthma_Related_ER_Visits_2014_1400000US06037101400,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,37.898052,"Census Tract 5505, Los Angeles County, California",550500,Downey,1400000US06037550500,"(33.949951, -118.1052355)",Asthma_Related_ER_Visits_2014_1400000US06037550500,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,28.958263,"Census Tract 2695, Los Angeles County, California",269500,Beverlywood,1400000US06037269500,"(34.0419315, -118.3933555)",Asthma_Related_ER_Visits_2014_1400000US06037269500,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,33.938554,"Census Tract 4069.01, Los Angeles County, California",406901,West Puente Valley,1400000US06037406901,"(34.0590435, -117.968603)",Asthma_Related_ER_Visits_2014_1400000US06037406901,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,41.264329,"Census Tract 1925.10, Los Angeles County, California",192510,East Hollywood,1400000US06037192510,"(34.07989, -118.3068095)",Asthma_Related_ER_Visits_2014_1400000US06037192510,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,61,"Census Tract 1174.04, Los Angeles County, California",117404,North Hills,1400000US06037117404,"(34.228481, -118.479066)",Asthma_Related_ER_Visits_2014_1400000US06037117404,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,29.43152,"Census Tract 1289.10, Los Angeles County, California",128910,Sherman Oaks,1400000US06037128910,"(34.160867, -118.4590905)",Asthma_Related_ER_Visits_2014_1400000US06037128910,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,43.78,"Census Tract 5335.02, Los Angeles County, California",533502,Huntington Park,1400000US06037533502,"(33.985033, -118.194854)",Asthma_Related_ER_Visits_2014_1400000US06037533502,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,20.097073,"Census Tract 4034.07, Los Angeles County, California",403407,Walnut,1400000US06037403407,"(34.038589, -117.874477)",Asthma_Related_ER_Visits_2014_1400000US06037403407,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,42.68,"Census Tract 1853.20, Los Angeles County, California",185320,Cypress Park,1400000US06037185320,"(34.0883995, -118.2247575)",Asthma_Related_ER_Visits_2014_1400000US06037185320,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,37.483665,"Census Tract 4301.02, Los Angeles County, California",430102,Duarte,1400000US06037430102,"(34.126938, -117.978573)",Asthma_Related_ER_Visits_2014_1400000US06037430102,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,33.927967,"Census Tract 2699.03, Los Angeles County, California",269903,Palms,1400000US06037269903,"(34.020876, -118.4064875)",Asthma_Related_ER_Visits_2014_1400000US06037269903,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,35.44,"Census Tract 1918.10, Los Angeles County, California",191810,Hollywood,1400000US06037191810,"(34.088927, -118.327716)",Asthma_Related_ER_Visits_2014_1400000US06037191810,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,68.17680799999999,"Census Tract 2187.02, Los Angeles County, California",218702,West Adams,1400000US06037218702,"(34.0327605, -118.335031)",Asthma_Related_ER_Visits_2014_1400000US06037218702,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,60.131139,"Census Tract 2037.10, Los Angeles County, California",203710,Boyle Heights,1400000US06037203710,"(34.04985, -118.2009955)",Asthma_Related_ER_Visits_2014_1400000US06037203710,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,25.48,"Census Tract 5545.12, Los Angeles County, California",554512,Cerritos,1400000US06037554512,"(33.8767845, -118.055207)",Asthma_Related_ER_Visits_2014_1400000US06037554512,01/01/2014
Health,Asthma,Asthma-Related ER Visits,2014,61.58,"Census Tract 5305, Los Angeles County, California",530500,East Los Angeles,1400000US06037530500,"(34.038762, -118.165861)",Asthma_Related_ER_Visits_2014_1400000US06037530500,01/01/2014
